Confirmed Cases,Zip Code,ZIP,PlaceName,BINGE,CSMOKING,LPA,OBESITY,SLEEP,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,ACCESS2,CHECKUP,DENTAL,BPMED,CHOLSCREEN,MAMMOUSE,PAPTEST,COLON_SCREEN,COREM,COREW,totalPop,whiteAlonePop,blackAlonePop,nativeAlonePop,asianAlonePop,hawaiiAlonePop,otherAlonePop,twoOrMorePop,COVID_perc,white_perc,black_perc,native_perc,asian_perc,hawaii_perc,other_perc,two_plus_perc,majorityWhite,majorityBlack,raciallyDiverse
480,2120,2120,"Boston, MA",22.013335653031348,17.84562528183475,26.685211255482233,25.5362416324082,36.838941363598956,14.8658484847124,11.744947883750855,22.324701734611985,3.5459448367806177,25.83756658258973,2.7688620878329058,5.095783225032469,3.92861902932638,9.252791248446641,17.616887467074626,11.639330112974372,22.607467187873944,2.5914279484253613,12.18936911844167,70.52865640603432,58.01852156345496,66.46039119599976,66.93326051310278,84.63455582027419,82.87286658138763,57.031390777299286,20.73647171425123,21.421971440604647,15181.0,7634.0,3639.0,99.0,1685.0,5.0,1457.0,662.0,0.03161847045649167,0.5028654238851196,0.23970752914827745,0.006521309531651406,0.11099400566497596,0.0003293590672551216,0.0959752321981424,0.04360714050457809,0,0,1
245,2111,2111,"Boston, MA",19.806719634701,16.203267597731536,25.723834365770745,17.625389190413895,35.712082263226726,14.734424608701715,10.071538308527098,22.349151663968467,3.99006057322938,30.0017399987743,2.6706821057062147,4.582250186348603,4.486559578368478,10.217690148435656,14.891246151950064,10.687832415437438,16.517566159196384,2.5759093027751527,10.257020146499153,71.42665095271194,62.50607195767231,72.45000786678936,70.11779005112065,80.35729027451951,77.29379496521962,55.639002191729524,23.22105571183976,24.246284966906305,7383.0,3295.0,276.0,3.0,3572.0,2.0,76.0,159.0,0.03318434240823513,0.4462955438168766,0.037383177570093455,0.0004063388866314506,0.4838141676825139,0.00027089259108763376,0.010293918461330084,0.021535960991466884,0,0,0
860,2118,2118,"Boston, MA",20.7146265792712,16.216802803574904,24.963674423330808,24.713935192026344,36.38680801946553,17.87634142122143,10.1807805393192,26.053485296099314,4.809122096435368,30.92303385316686,2.91777458710656,5.0618148758568235,4.795103976629378,10.833952031563316,13.402047760574922,11.44695101826517,16.666748279446672,2.9137310417092817,10.034959991751167,72.72801062229063,63.528325534918345,72.19622501633985,77.49474012380955,83.97574211847352,84.52764420533396,60.76877942054844,24.122446743674796,25.367467464097142,26498.0,14256.0,5620.0,89.0,3620.0,10.0,1999.0,904.0,0.0324552796437467,0.5380028681409917,0.21209147860215866,0.0033587440561551806,0.1366140840818175,0.00037738697260170583,0.07543965582308099,0.034115782323194205,1,0,1
934,2130,2130,"Boston, MA",22.80733854854203,13.29524301436996,20.194964455397514,23.508664596401182,32.724847317539,17.722833302683718,10.101180168489082,23.07118408744051,5.555552346619757,29.31199685273291,2.481471610785475,4.3171092608405,3.9685268881178315,8.155682628223376,12.029551416301803,9.577580890152527,11.574514666004731,2.2685532942364945,7.9808495872088026,72.81482947728193,72.97413869227843,70.75749672494895,79.7542454790113,85.16560082615533,87.1903393729734,67.32758073861261,29.50547072936956,30.11203628033164,35401.0,23370.0,5029.0,208.0,1842.0,9.0,3258.0,1685.0,0.026383435496172426,0.6601508431965198,0.14205813395101832,0.0058755402389763,0.052032428462472816,0.0002542301064941668,0.0920312985508884,0.047597525493630125,1,0,0
679,2127,2127,"Boston, MA",26.5480193283642,16.459440772038505,21.831461130589695,23.047000364843,33.44374831996629,16.18164878743352,10.474965844752543,20.552637095556754,4.7702070266252985,26.950448599994555,2.3344835538630133,4.89068884445435,3.7371638791600783,7.329704909326827,13.95392004547081,10.361484591443944,15.524189546225847,2.198811585991918,9.398217524448603,69.69982136164815,69.19416538166355,64.54819911662547,74.90294396798326,83.03726800481998,85.86239374084559,64.62022247600156,30.01820834572925,30.88184760270139,31799.0,26094.0,1955.0,74.0,1532.0,15.0,1432.0,697.0,0.021352872731846915,0.8205918425107708,0.06147992075222492,0.002327117204943552,0.04817761564829082,0.0004717129469480172,0.04503286266863738,0.02191892826818453,1,0,0
59,2210,2210,"Boston, MA",31.621183000917107,11.27219037911124,13.72250425316097,18.187275190906675,30.39723891008966,11.33209572131628,9.047602271695553,14.278963657135018,3.9472274910921263,21.844172121286622,1.4082571503505092,2.513917118324926,2.0388608241830184,3.721827776869564,10.302108699199447,5.940786939110848,6.4080152398937456,1.1104588759906429,5.244799829520138,67.78469744463217,80.4507000541273,57.35549284891111,76.53289824624356,84.55919424270681,87.22796371193616,72.40332246601349,36.2471295079172,37.99408008092552,2090.0,1843.0,39.0,2.0,148.0,2.0,15.0,41.0,0.02822966507177033,0.8818181818181818,0.018660287081339717,0.0009569377990430623,0.0708133971291866,0.0009569377990430623,0.0071770334928229675,0.019617224880382776,1,0,0
1302,2163,2163,"Boston, MA",27.5,13.9,18.0,16.0,33.6,5.2,11.4,8.8,1.3,11.9,1.2,2.3,1.0,2.2,17.099999999999998,6.1,15.6,0.7,8.4,65.7,66.3,33.5,58.3,82.5,79.0,61.2,25.8,25.6,2582.0,1611.0,175.0,8.0,629.0,1.0,47.0,111.0,0.5042602633617351,0.6239349341595662,0.06777691711851278,0.003098373353989156,0.24360960495739736,0.0003872966692486445,0.01820294345468629,0.04298993028659954,1,0,0
264,2129,2129,"Boston, MA",24.234249583213746,14.982712449146295,19.998982030418905,22.349500074564173,32.69943217771677,17.81616218260903,10.249881533071806,21.649196692599734,5.566649359268603,29.18262540987434,2.283219193254656,4.716387488030256,3.899789915809509,7.1161293062134465,12.532910112958794,9.682797015963775,12.18246029405918,2.099867103783911,7.149538784437518,71.33307812625266,72.68489314473203,69.69918404044944,78.95023390123136,83.5001789849325,87.00035348850064,67.31794106029548,31.017537233486344,32.217579304382966,16439.0,13164.0,949.0,35.0,1339.0,11.0,596.0,345.0,0.016059371007968854,0.8007786361700834,0.05772857229758501,0.0021290832775716284,0.08145264310481172,0.0006691404586653691,0.036255246669505435,0.02098667802177748,1,0,0
51,2108,2108,"Boston, MA",25.12083163759076,9.992494633741188,14.93726218153626,19.583814517688605,29.227776466719252,17.292668322951613,9.504220733023072,20.80208352817665,6.2480238437279025,28.855081988979354,2.063160468974192,3.563702155782755,3.515780611160624,6.0978100568385605,9.82374942110269,7.380776529039647,6.326202373479793,1.8248092489618533,4.7359288170810405,72.78261673387489,81.88272244591451,71.69825897597754,81.93548289853027,85.06196035897527,88.34278274325165,75.27889410973359,35.975723577277336,37.57341832408383,3825.0,3487.0,105.0,5.0,139.0,0.0,35.0,54.0,0.013333333333333334,0.9116339869281046,0.027450980392156862,0.00130718954248366,0.03633986928104575,0.0,0.00915032679738562,0.014117647058823532,1,0,0
170,2114,2114,"Boston, MA",26.72423031290232,10.653825588204679,15.495910608894404,18.848008569805028,30.35766351274477,13.911432638973212,9.420447948521584,17.897060052327376,4.832714117886429,25.075697523927822,1.8048783549815512,3.1166232444813087,2.9888820083562035,5.193397531150689,10.483879189196932,6.83569112635699,7.520611357358204,1.5215776942645631,5.312485375566012,70.40452057034197,78.63748027324999,66.18698649780072,77.66709929850644,84.41029710040671,87.37486237748085,72.96944834281133,34.01843608614359,35.171955652898816,11999.0,9606.0,827.0,13.0,1171.0,3.0,143.0,236.0,0.014167847320610053,0.8005667138928244,0.06892241020085008,0.0010834236186348864,0.0975914659554963,0.0002500208350695892,0.011917659804983749,0.019668305692141008,1,0,0
291,2116,2116,"Boston, MA",25.257245681499054,10.837518938190017,16.41006924938,18.58828489693651,30.839342474992595,15.412919785164606,9.349690494470003,19.767410784896008,5.243917120929004,27.717678600614576,2.0162249359831157,3.353885530884991,3.364767681886148,6.478338312317088,10.47559312638883,7.4673371970299725,8.098302086699405,1.7829654175033998,5.4944194192563005,71.81022362499455,77.99194149084315,70.0614113819176,79.25402993244735,84.18179796049948,86.11009036993296,71.38510526975185,33.09246145540845,35.02509437010971,20628.0,15377.0,1329.0,26.0,3101.0,4.0,311.0,480.0,0.014107038976148924,0.7454430870661237,0.06442699243746364,0.0012604227263913127,0.1503296490207485,0.00019391118867558655,0.015076594919526856,0.02326934264107039,1,0,0
14,2199,2199,"Boston, MA",24.000000000000004,10.0,16.0,19.2,29.8,16.9,9.0,21.2,6.1,28.7,2.1,3.4,3.6,6.4,9.5,7.3,6.3,1.9,4.9,72.5,80.8,72.5,81.3,84.8,87.0,75.5,34.6,36.0,1146.0,963.0,16.0,1.0,143.0,0.0,2.0,21.0,0.012216404886561954,0.8403141361256544,0.013961605584642234,0.0008726003490401396,0.12478184991273995,0.0,0.0017452006980802793,0.01832460732984293,1,0,0
31,2110,2110,"Boston, MA",23.598082233530555,12.703835532938893,18.509588832347234,20.859178426627068,31.458629949112517,18.39863071104511,9.549041116765276,23.67890456883609,6.113972842800684,31.00438401045345,2.423561675147915,4.545205583826384,4.594246700591661,7.7235616751479155,11.38027385779098,9.096164467061108,9.980273857790976,2.298082233530553,6.133150507495147,72.51589060927014,74.92794568560137,73.35534289368819,78.94575406134095,83.64520558382641,85.98082233530553,68.99287741163678,31.129863452070808,31.057260660157624,1733.0,1542.0,43.0,4.0,93.0,1.0,22.0,28.0,0.017888055395268318,0.8897864974033468,0.024812463935372186,0.002308136180034622,0.05366416618580496,0.0005770340450086555,0.01269474899019042,0.016156953260242354,1,0,0
95,2113,2113,"Boston, MA",29.52167101312015,10.839469573985312,14.591593563613207,17.655281347827792,28.84842517104746,12.634156830320359,9.876581601996664,15.238662408203087,4.629575124872433,22.427322585727616,1.6306632159915209,2.8921707913375543,2.575799014424896,3.9326678177525616,11.129763267604137,6.311329822359989,7.740353191217558,1.3025294271246708,5.085181082979478,68.56481320078103,79.96926362325217,63.929072153362156,74.94741310594807,84.28672426771364,87.1289777963549,73.7838176075762,35.06880880230225,34.33548368751919,6915.0,6541.0,48.0,13.0,174.0,3.0,63.0,73.0,0.01373825018076645,0.9459146782357194,0.006941431670281995,0.0018799710773680406,0.025162689804772237,0.0004338394793926247,0.00911062906724512,0.010556760665220537,1,0,0
48,2109,2109,"Boston, MA",27.269241151765836,10.702449897202092,15.375831521047944,19.03024226269855,29.06497153553639,15.517069317817944,9.55741975063699,18.950114051734392,5.434299283857025,26.76364389617884,1.9103410238477567,3.4828519111720437,3.3839697783792384,5.47257219326112,10.561077167539368,7.198393709376181,6.928399230338463,1.6746425781968937,4.827648084662869,70.70180143145228,80.70680100809831,68.86520340209316,78.29347685526122,84.76014322539818,87.60912926577075,74.26910729195308,35.06353982697989,35.732358804268706,3771.0,3320.0,120.0,6.0,225.0,0.0,48.0,52.0,0.012728719172633254,0.8804030761071334,0.031821797931583136,0.0015910898965791568,0.05966587112171836,0.0,0.012728719172633254,0.013789445770352692,1,0,0
280,2115,2115,"Boston, MA",24.90794889005813,14.529545231715716,20.452730669303246,19.511032045827907,32.929756267884464,11.59697751815434,11.047910339564435,16.264805006391665,3.491213772282081,21.37171819918024,1.9993880871418943,3.748169892541148,2.8541092670182624,5.328628475692391,16.165616034002973,8.365612199706456,16.084735385757007,1.644866794445331,8.307423945692376,68.68601911085695,67.50654003758486,57.39230499475778,65.50082463514497,82.88215102418926,80.81802565561081,64.03563622466814,26.68007526391205,26.9998381249342,28441.0,19755.0,2414.0,73.0,4259.0,14.0,1044.0,882.0,0.009844942160964805,0.6945958299637847,0.08487746563060371,0.002566717063394395,0.1497486023698182,0.0004922471080482402,0.03670757005731163,0.03101156780703913,1,0,0
246,2215,2215,"Boston, MA",26.07777223867857,12.737753146316686,17.844040547505028,17.063094272666394,32.32613371618376,8.842776299429874,10.640474498703492,12.590634863730962,2.808827933499468,17.383972896649254,1.5112215898066874,2.71888203068987,1.8779089684730124,3.5612766709351384,14.959062917730172,6.680259927388338,13.524136592906055,1.051798711993931,7.35610439145694,67.6518834778946,70.46483395758402,46.76864139737708,64.80523689304428,83.50657900288832,80.78212205339885,64.97575656722081,28.34020588095493,28.751153495892662,26125.0,18298.0,1061.0,37.0,5225.0,9.0,540.0,955.0,0.00941626794258373,0.7004019138755981,0.040612440191387565,0.0014162679425837321,0.2,0.0003444976076555024,0.020669856459330144,0.03655502392344498,1,0,0
6384,33125,33125,"Miami, FL",12.904970346800349,19.986596391234922,43.431701593614186,35.31619019419113,34.88219826897389,22.162500696608127,7.35893187961559,35.32873522131344,5.606766814417639,37.55586273948785,4.800874141994941,8.428048377519357,9.462572030236744,18.30941261785948,16.034962446620046,19.104897650342753,21.469818414610515,4.659724845678015,45.148654901925774,72.60795912339162,46.322633921292564,75.88833420187258,78.53372577736604,81.55138506100424,80.38976901030088,42.414241101162624,18.14128902259504,15.932126923284287,52677.0,44954.0,3156.0,207.0,233.0,9.0,2658.0,1460.0,0.1211914118116066,0.853389524840063,0.05991229568882055,0.0039296087476507775,0.004423182793249426,0.00017085255424568598,0.05045845435389259,0.027716081022077947,1,0,0
3941,33126,33126,"Miami, FL",12.988473940052975,16.837107991823625,40.57801194203597,33.57376003765329,33.553773525595304,21.88755212537295,6.91393741040538,34.52345386537246,5.948879893908695,37.161796140836294,4.625412861081394,7.394009882740739,8.969366401578663,17.576728982655485,14.271822954844902,17.256233131046823,17.980532385987498,4.3039742550612345,41.09513537532271,73.56654111110538,51.18422554195578,76.81882730235266,80.84623805430907,82.31424951339494,81.35825032443141,45.56703086185073,19.378394162746307,16.923532278540698,46867.0,43211.0,1228.0,44.0,400.0,0.0,1215.0,769.0,0.08408901785904795,0.9219920199714084,0.026201805108071782,0.000938826893123093,0.008534789937482664,0.0,0.02592442443510359,0.01640813365481042,1,0,0
1776,33127,33127,"Miami, FL",12.612320533749651,27.728436013542236,44.136873986907474,40.79401270620394,41.899057341523,23.86294232997978,10.136324115368591,40.666311004306365,4.958269289424026,34.90432182375096,4.799733360765675,11.033726931795817,9.034052796586687,18.06464351749495,19.400834260384077,20.179220391498394,30.70081796753601,6.102709965660049,37.92878950632551,75.91441834348464,41.60698863491621,76.3161050816331,77.1556149946636,84.30500400146299,81.36403982633679,43.23721939159752,16.43377308251309,16.107687893111446,28909.0,9500.0,16852.0,158.0,79.0,5.0,1411.0,904.0,0.061434155453319025,0.32861738558926284,0.5829326507316059,0.005465425991905635,0.0027327129959528176,0.00017295651873119097,0.048808329585942084,0.03127053858659933,0,1,0
2813,33128,33128,"Miami, FL",14.77892006616333,22.79926698875583,42.45073983183423,36.431048834718794,36.97205007768769,20.404140564163306,7.569070264824041,34.55550552273586,4.896325854875576,35.021814118592374,4.416258452007637,8.349817514876694,8.765202820167987,16.69881830718144,16.541505943902898,18.345166723638577,22.5176034243,4.517434945735483,43.80094440484497,71.61997007843689,44.73917022232129,72.22860971328127,76.66929948563056,81.84600932221433,81.15775388920841,41.23516724454819,18.408127000200672,16.46129029739901,7562.0,5859.0,771.0,46.0,7.0,0.0,552.0,327.0,0.3719915366305209,0.7747950277704311,0.10195715419201268,0.006083046813012432,0.0009256810367627614,0.0,0.07299656175614917,0.04324252843163184,1,0,0
556,33129,33129,"Miami, FL",16.931098960883432,10.61733817639453,24.59143728626049,25.211122836865414,28.717099967619838,16.940667256035788,6.2570113018125175,25.55120147665106,5.855946751995663,31.046155946002173,2.8383699804305094,4.235752601091567,5.175906764271788,9.785115987987538,9.768526102719576,9.818641561974749,7.052173839377217,2.363689486117601,22.043033857106423,73.2045386158975,73.53956337565138,72.92334084246214,84.87528723774557,84.65428970644497,85.33696419206089,61.134498230907155,29.6869434122918,26.890569824837947,13833.0,12612.0,272.0,14.0,283.0,5.0,332.0,315.0,0.04019373960818333,0.9117328128388636,0.01966312441263645,0.0010120725800621699,0.02045832429697101,0.0003614544928793465,0.024000578327188608,0.022771633051398833,1,0,0
2177,33130,33130,"Miami, FL",17.075567573392316,16.522765078437818,33.925816111794795,30.79523723647525,33.10071020726607,16.909615419639824,6.879373943982627,27.470414469830274,4.458736868989848,30.743255309883576,3.6934213692709927,6.269392182721421,6.909711263672767,13.248099749508949,13.824459405666428,14.448188792875445,16.6530320028974,3.4214605344082742,34.81054168560225,70.06927043196949,55.364632955654535,66.96148530318087,78.3740599555912,83.53156809836035,82.90667955213779,47.76469147175826,22.10980108283927,19.398925208741282,26108.0,21451.0,1409.0,129.0,334.0,2.0,1833.0,950.0,0.08338440324804658,0.8216255553853226,0.05396813237321894,0.004941014248506205,0.012793013635667228,7.660487206986363e-05,0.07020836525203003,0.03638731423318523,1,0,0
766,33131,33131,"Miami, FL",22.16204547480894,10.823860352942019,19.834094490130674,23.45499193330729,29.815375917646136,10.417585850513733,6.185655317628923,17.163135437272366,3.441412282387565,22.703365255357614,1.7807033388752822,2.7373442174596585,2.6742883871538914,5.45786979893803,9.91870369014308,7.06987059400051,5.7078853267604845,1.3195132294216303,18.646602908412426,68.02879774226618,74.37303751643003,58.61871296800392,80.35662906572496,85.95585389645622,85.84744444066344,59.494841199451045,30.723803282246234,28.22987153142615,14917.0,13040.0,490.0,19.0,545.0,4.0,441.0,378.0,0.05135080780317759,0.8741704095997854,0.0328484279680901,0.0012737145538647182,0.03653549641348797,0.0002681504323925722,0.029563585171281086,0.02534021586109808,1,0,0
879,33132,33132,"Miami, FL",20.569620967963846,15.635800331671573,26.00658830611672,27.713676523213092,33.113583199821704,12.977546543218914,6.784683706502829,22.486206521515726,3.7815209577001863,26.045093991473376,2.3553305209038458,4.198788292544696,4.006159341987246,8.105190838618876,12.195731828011947,9.87673011258915,10.375626596720561,2.0666504563519275,25.203147509914693,69.12306371723335,64.46419626627359,63.83943341732229,78.39695283993214,84.73217108977536,83.93446920753402,53.48405835346503,26.214252894659566,24.09133687839521,11165.0,8184.0,1719.0,32.0,341.0,4.0,569.0,316.0,0.07872816838334079,0.7330049261083744,0.15396327810120913,0.0028660994178235557,0.030541871921182268,0.00035826242722794446,0.0509628302731751,0.02830273175100761,1,0,0
1688,33133,33133,"Miami, FL",16.946405337005206,13.816121138418787,26.003236408965645,27.213607112114897,31.313508373999014,19.17469785240941,7.236186865437222,28.627171686257352,6.061130701307738,31.78718485173616,2.9974882142124533,5.647461115796846,5.698642291770103,10.225107419213671,11.382791086105888,11.067577539520494,10.890601996877296,3.0047972628048067,20.36730300459698,74.20822654709336,69.57967051874911,73.84741083538192,83.90623440441392,84.80087064061881,83.96385735007328,59.79916986606751,28.93239692628526,26.459634180527026,31926.0,26279.0,3833.0,34.0,432.0,15.0,723.0,610.0,0.0528722671177097,0.8231222201340601,0.120058886174278,0.0010649627263045792,0.01353129111069348,0.0004698364968990791,0.02264611915053561,0.01910668420722922,1,0,0
1720,33134,33134,"Miami, FL",13.631010771574886,13.974282439536474,35.77309409530901,30.218757131414343,31.883440801980637,21.36238755264247,6.5826449263584115,33.155929717753075,6.4235920664123,36.504710594247776,4.1961015987212935,6.294508200964553,8.05764434349287,15.858401798285366,12.192986635301311,14.873007568138302,14.271885049127489,3.749939706182056,36.2767673094929,74.81469764816492,58.30943481713243,77.31021194877427,83.49335037389115,82.20762664232569,81.53060298823675,50.336316786267716,21.7078783703994,19.387145350372023,37456.0,34872.0,664.0,35.0,472.0,4.0,741.0,668.0,0.045920546774882526,0.9310123878684324,0.01772746689448954,0.0009344297308842376,0.012601452370781715,0.00010679196924391286,0.019783212302434856,0.017834258863733448,1,0,0
2681,33135,33135,"Miami, FL",12.821583880281805,19.13162810541643,42.85802692633793,34.93257388382318,34.32275321799323,22.219336400535845,7.174957184221494,35.32835826842904,5.728200210255617,37.79004464900824,4.826154752989028,8.236437301591897,9.52342405168938,18.380450664759646,15.551859143921213,18.856859158303504,20.762040670228288,4.626334398004987,44.25957841388176,72.8021313415777,47.55092528853799,76.45049134012295,79.25950957423085,81.78098299668319,80.64272522001444,42.52915643180736,18.303299482716927,16.091116068834296,36066.0,31910.0,1289.0,76.0,157.0,2.0,1652.0,980.0,0.07433593966616757,0.8847668163921699,0.03574003216325625,0.002107247823434814,0.004353130372095603,5.545389009038984e-05,0.045804913214662006,0.027172406144291027,1,0,0
